"purl","group_id","artifact_id","git_url"
"pkg:maven/info.cukes/cucumber-scala_2.11","info.cukes","cucumber-scala_2.11","https://github.com/cucumber/cucumber-jvm"
"pkg:maven/info.cukes/cucumber-java8","info.cukes","cucumber-java8","https://github.com/cucumber/cucumber-jvm"
"pkg:maven/info.cukes/cucumber-android","info.cukes","cucumber-android","https://github.com/cucumber/cucumber-jvm"
"pkg:maven/info.cukes/cucumber-groovy","info.cukes","cucumber-groovy","https://github.com/cucumber/cucumber-jvm"
"pkg:maven/com.jakewharton.rxrelay/rxrelay","com.jakewharton.rxrelay","rxrelay","https://github.com/JakeWharton/RxRelay"
"pkg:maven/com.mysema.querydsl/querydsl-sql-codegen","com.mysema.querydsl","querydsl-sql-codegen","https://github.com/querydsl/querydsl"
"pkg:maven/com.mysema.querydsl/querydsl-mongodb","com.mysema.querydsl","querydsl-mongodb","https://github.com/querydsl/querydsl"
"pkg:maven/org.robovm/robovm-cocoatouch","org.robovm","robovm-cocoatouch","https://github.com/robovm/robovm"
"pkg:maven/org.robovm/robovm-objc","org.robovm","robovm-objc","https://github.com/robovm/robovm"
"pkg:maven/org.robovm/robovm-compiler","org.robovm","robovm-compiler","https://github.com/robovm/robovm"
"pkg:maven/com.notnoop.apns/apns","com.notnoop.apns","apns","https://github.com/notnoop/java-apns"
"pkg:maven/org.igniterealtime.smack/smack-android-extensions","org.igniterealtime.smack","smack-android-extensions","https://github.com/igniterealtime/Smack"
"pkg:maven/org.jxmpp/jxmpp-core","org.jxmpp","jxmpp-core","https://github.com/igniterealtime/Smack"
"pkg:maven/org.mybatis.spring.boot/mybatis-spring-boot-starter","org.mybatis.spring.boot","mybatis-spring-boot-starter","https://github.com/mybatis/spring-boot-starter"
"pkg:maven/org.mybatis.spring.boot/mybatis-spring-boot-samples","org.mybatis.spring.boot","mybatis-spring-boot-samples","https://github.com/mybatis/spring-boot-starter"
"pkg:maven/org.igniterealtime.smack/smack-bosh","org.igniterealtime.smack","smack-bosh","https://github.com/igniterealtime/Smack"
"pkg:maven/org.igniterealtime.smack/smack-debug","org.igniterealtime.smack","smack-debug","https://github.com/igniterealtime/Smack"
"pkg:maven/org.mybatis.spring.boot/mybatis-spring-boot-sample-annotation","org.mybatis.spring.boot","mybatis-spring-boot-sample-annotation","https://github.com/mybatis/spring-boot-starter"
"pkg:maven/org.igniterealtime.smack/smack-sasl-provided","org.igniterealtime.smack","smack-sasl-provided","https://github.com/igniterealtime/Smack"
"pkg:maven/it.neokree/MaterialNavigationDrawer","it.neokree","MaterialNavigationDrawer","https://github.com/neokree/MaterialNavigationDrawer"
"pkg:maven/com.github.dexafree/materiallist","com.github.dexafree","materiallist","https://github.com/dexafree/MaterialList"
"pkg:maven/com.github.javaparser/javaparser-parent","com.github.javaparser","javaparser-parent","https://github.com/javaparser/javaparser"
"pkg:maven/com.netflix.archaius/archaius2-guice","com.netflix.archaius","archaius2-guice","https://github.com/Netflix/archaius"
"pkg:maven/com.netflix.archaius/archaius2-core","com.netflix.archaius","archaius2-core","https://github.com/Netflix/archaius"
"pkg:maven/info.hoang8f/android-segmented","info.hoang8f","android-segmented","https://github.com/Kaopiz/android-segmented-control"
"pkg:maven/com.squareup.assertj/assertj-android","com.squareup.assertj","assertj-android","https://github.com/square/assertj-android"
"pkg:maven/com.squareup.assertj/assertj-android-mediarouter-v7","com.squareup.assertj","assertj-android-mediarouter-v7","https://github.com/square/assertj-android"
"pkg:maven/com.squareup.assertj/assertj-android-appcompat-v7","com.squareup.assertj","assertj-android-appcompat-v7","https://github.com/square/assertj-android"
"pkg:maven/com.squareup.assertj/assertj-android-recyclerview-v7","com.squareup.assertj","assertj-android-recyclerview-v7","https://github.com/square/assertj-android"
"pkg:maven/com.squareup.assertj/assertj-android-support-v4","com.squareup.assertj","assertj-android-support-v4","https://github.com/square/assertj-android"
"pkg:maven/me.zhanghai.android.materialprogressbar/library","me.zhanghai.android.materialprogressbar","library","https://github.com/DreaminginCodeZH/MaterialProgressBar"
"pkg:maven/com.graphhopper/graphhopper","com.graphhopper","graphhopper","https://github.com/graphhopper/graphhopper"
"pkg:maven/info.debatty/java-string-similarity","info.debatty","java-string-similarity","https://github.com/tdebatty/java-string-similarity"
"pkg:maven/io.fabric8/arquillian-fabric8","io.fabric8","arquillian-fabric8","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/fabric8-annotations","io.fabric8","fabric8-annotations","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8.forge/camel","io.fabric8.forge","camel","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8.forge/utils","io.fabric8.forge","utils","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/fabric8-apm","io.fabric8","fabric8-apm","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/fabric8-cxf","io.fabric8","fabric8-cxf","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/fabric8-project","io.fabric8","fabric8-project","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/kubernetes-api","io.fabric8","kubernetes-api","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/rest-utils","io.fabric8","rest-utils","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/swagger-model","io.fabric8","swagger-model","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/taiga-api","io.fabric8","taiga-api","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/components","io.fabric8","components","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/fabric-utils","io.fabric8","fabric-utils","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/fabric8-project-bom","io.fabric8","fabric8-project-bom","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/gerrit-api","io.fabric8","gerrit-api","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/watcher-core","io.fabric8","watcher-core","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/fabric8-selenium","io.fabric8","fabric8-selenium","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/swagger-annotator","io.fabric8","swagger-annotator","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/fabric-groups","io.fabric8","fabric-groups","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/jolokia-assertions","io.fabric8","jolokia-assertions","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/kubernetes-assertions","io.fabric8","kubernetes-assertions","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/kubernetes-generator","io.fabric8","kubernetes-generator","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8/kubernetes-jolokia","io.fabric8","kubernetes-jolokia","https://github.com/fabric8io/fabric8"
"pkg:maven/io.fabric8.forge/devops","io.fabric8.forge","devops","https://github.com/fabric8io/fabric8"
"pkg:maven/com.parse/parse-android","com.parse","parse-android","https://github.com/parse-community/Parse-SDK-Android"
"pkg:maven/com.github.medyo/android-about-page","com.github.medyo","android-about-page","https://github.com/medyo/android-about-page"
"pkg:maven/com.elvishew/xlog","com.elvishew","xlog","https://github.com/elvishew/xLog"
"pkg:maven/org.jooq/joor","org.jooq","joor","https://github.com/jOOQ/jOOR"
"pkg:maven/net.sourceforge.pmd/pmd-plsql","net.sourceforge.pmd","pmd-plsql","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-matlab","net.sourceforge.pmd","pmd-matlab","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-cpp","net.sourceforge.pmd","pmd-cpp","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-cs","net.sourceforge.pmd","pmd-cs","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-go","net.sourceforge.pmd","pmd-go","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-javascript","net.sourceforge.pmd","pmd-javascript","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-jsp","net.sourceforge.pmd","pmd-jsp","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-core","net.sourceforge.pmd","pmd-core","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-vm","net.sourceforge.pmd","pmd-vm","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-xml","net.sourceforge.pmd","pmd-xml","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-dist","net.sourceforge.pmd","pmd-dist","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-fortran","net.sourceforge.pmd","pmd-fortran","https://github.com/pmd/pmd"
"pkg:maven/net.sourceforge.pmd/pmd-test","net.sourceforge.pmd","pmd-test","https://github.com/pmd/pmd"
"pkg:maven/com.anjlab.android.iab.v3/library","com.anjlab.android.iab.v3","library","https://github.com/anjlab/android-inapp-billing-v3"
"pkg:maven/com.github.medyo/fancybuttons","com.github.medyo","fancybuttons","https://github.com/medyo/Fancybuttons"
"pkg:maven/com.google.jimfs/jimfs","com.google.jimfs","jimfs","https://github.com/google/jimfs"
"pkg:maven/com.github.johnkil.android-appmsg/appmsg","com.github.johnkil.android-appmsg","appmsg","https://github.com/johnkil/Android-AppMsg"
"pkg:maven/org.mock-server/mockserver-integration-testing","org.mock-server","mockserver-integration-testing","https://github.com/jamesdbloom/mockserver"
"pkg:maven/org.mock-server/mockserver-client-java","org.mock-server","mockserver-client-java","https://github.com/jamesdbloom/mockserver"
"pkg:maven/com.github.abel533/mapper","com.github.abel533","mapper","https://github.com/abel533/Mapper"
"pkg:maven/org.apache.mahout/mahout-mr","org.apache.mahout","mahout-mr","https://github.com/apache/mahout"
"pkg:maven/com.google.truth/truth","com.google.truth","truth","https://github.com/google/truth"
"pkg:maven/com.roomorama/caldroid","com.roomorama","caldroid","https://github.com/roomorama/Caldroid"
"pkg:maven/org.apache.mahout/mahout-math","org.apache.mahout","mahout-math","https://github.com/apache/mahout"
"pkg:maven/org.apache.mahout/mahout-examples","org.apache.mahout","mahout-examples","https://github.com/apache/mahout"
"pkg:maven/org.apache.mahout/mahout-integration","org.apache.mahout","mahout-integration","https://github.com/apache/mahout"
"pkg:maven/com.spotify/docker-maven-plugin","com.spotify","docker-maven-plugin","https://github.com/spotify/docker-maven-plugin"
"pkg:maven/org.apache.mahout/mahout-hdfs","org.apache.mahout","mahout-hdfs","https://github.com/apache/mahout"
"pkg:maven/org.nd4j/nd4j-api","org.nd4j","nd4j-api","https://github.com/deeplearning4j/nd4j"
"pkg:maven/org.nd4j/nd4j-jblas","org.nd4j","nd4j-jblas","https://github.com/deeplearning4j/nd4j"
"pkg:maven/com.github.blackfizz/eazegraph","com.github.blackfizz","eazegraph","https://github.com/blackfizz/EazeGraph"
"pkg:maven/net.openhft/chronicle","net.openhft","chronicle","https://github.com/OpenHFT/Chronicle-Queue"
"pkg:maven/org.hamcrest/hamcrest-generator","org.hamcrest","hamcrest-generator","https://github.com/hamcrest/JavaHamcrest"
"pkg:maven/org.hamcrest/hamcrest-integration","org.hamcrest","hamcrest-integration","https://github.com/hamcrest/JavaHamcrest"
"pkg:maven/org.mongodb/mongo-hadoop-core","org.mongodb","mongo-hadoop-core","https://github.com/mongodb/mongo-hadoop"
"pkg:maven/com.andreabaccega/android-form-edittext","com.andreabaccega","android-form-edittext","https://github.com/vekexasia/android-edittext-validator"
"pkg:maven/com.j256.ormlite/ormlite-android","com.j256.ormlite","ormlite-android","https://github.com/j256/ormlite-android"
"pkg:maven/org.drools/drools-scorecards","org.drools","drools-scorecards","https://github.com/kiegroup/drools"
"pkg:maven/org.mp4parser/muxer","org.mp4parser","muxer","https://github.com/sannies/mp4parser"
"pkg:maven/org.drools/drools-templates","org.drools","drools-templates","https://github.com/kiegroup/drools"
"pkg:maven/org.drools/knowledge-api","org.drools","knowledge-api","https://github.com/kiegroup/drools"
"pkg:maven/org.mp4parser/isoparser","org.mp4parser","isoparser","https://github.com/sannies/mp4parser"
"pkg:maven/org.drools/drools-persistence-jpa","org.drools","drools-persistence-jpa","https://github.com/kiegroup/drools"
"pkg:maven/com.speedment/speedment","com.speedment","speedment","https://github.com/speedment/speedment"
"pkg:maven/com.squareup.phrase/phrase","com.squareup.phrase","phrase","https://github.com/square/phrase"
"pkg:maven/com.tinkerpop.blueprints/blueprints-dex-graph","com.tinkerpop.blueprints","blueprints-dex-graph","https://github.com/tinkerpop/blueprints"
"pkg:maven/com.tinkerpop.blueprints/blueprints-graph-jung","com.tinkerpop.blueprints","blueprints-graph-jung","https://github.com/tinkerpop/blueprints"
"pkg:maven/net.bull.javamelody/javamelody-core","net.bull.javamelody","javamelody-core","https://github.com/javamelody/javamelody"
"pkg:maven/com.tinkerpop.blueprints/blueprints-orient-graph","com.tinkerpop.blueprints","blueprints-orient-graph","https://github.com/tinkerpop/blueprints"
"pkg:maven/com.tinkerpop.blueprints/blueprints-rexster-graph","com.tinkerpop.blueprints","blueprints-rexster-graph","https://github.com/tinkerpop/blueprints"
"pkg:maven/com.tinkerpop.blueprints/blueprints-test","com.tinkerpop.blueprints","blueprints-test","https://github.com/tinkerpop/blueprints"
"pkg:maven/com.tinkerpop.blueprints/blueprints-graph-sail","com.tinkerpop.blueprints","blueprints-graph-sail","https://github.com/tinkerpop/blueprints"
"pkg:maven/com.tinkerpop.blueprints/blueprints-sail-graph","com.tinkerpop.blueprints","blueprints-sail-graph","https://github.com/tinkerpop/blueprints"
"pkg:maven/com.google.code.morphia/morphia","com.google.code.morphia","morphia","https://github.com/mongodb/morphia"
"pkg:maven/org.mongodb.morphia/morphia-validation","org.mongodb.morphia","morphia-validation","https://github.com/mongodb/morphia"
"pkg:maven/org.osmdroid/OpenStreetMapViewer","org.osmdroid","OpenStreetMapViewer","https://github.com/osmdroid/osmdroid"
"pkg:maven/net.openhft/chronicle-map","net.openhft","chronicle-map","https://github.com/OpenHFT/Chronicle-Map"
"pkg:maven/com.github.stuxuhai/jpinyin","com.github.stuxuhai","jpinyin","https://github.com/stuxuhai/jpinyin"
"pkg:maven/com.github.spullara.mustache.java/builder","com.github.spullara.mustache.java","builder","https://github.com/spullara/mustache.java"
"pkg:maven/com.annimon/stream","com.annimon","stream","https://github.com/aNNiMON/Lightweight-Stream-API"
"pkg:maven/com.spotify/apollo-api-impl","com.spotify","apollo-api-impl","https://github.com/spotify/apollo"
"pkg:maven/com.spotify/apollo-extra","com.spotify","apollo-extra","https://github.com/spotify/apollo"
"pkg:maven/com.instagram/ig-json-parser-processor","com.instagram","ig-json-parser-processor","https://github.com/Instagram/ig-json-parser"
"pkg:maven/com.spotify/apollo-http-service","com.spotify","apollo-http-service","https://github.com/spotify/apollo"
"pkg:maven/com.spotify/apollo-route","com.spotify","apollo-route","https://github.com/spotify/apollo"
"pkg:maven/com.arello-mobile/moxy-app-compat","com.arello-mobile","moxy-app-compat","https://github.com/Arello-Mobile/Moxy"
"pkg:maven/com.netflix.servo/servo-core","com.netflix.servo","servo-core","https://github.com/Netflix/servo"
"pkg:maven/com.arello-mobile/moxy-android","com.arello-mobile","moxy-android","https://github.com/Arello-Mobile/Moxy"
"pkg:maven/com.bignerdranch.android/expandablerecyclerview","com.bignerdranch.android","expandablerecyclerview","https://github.com/bignerdranch/expandable-recycler-view"
"pkg:maven/com.jpardogo.googleprogressbar/library","com.jpardogo.googleprogressbar","library","https://github.com/jpardogo/GoogleProgressBar"
"pkg:maven/com.liferay/com.liferay.ant.arquillian","com.liferay","com.liferay.ant.arquillian","https://github.com/liferay/liferay-portal"
"pkg:maven/com.liferay/com.liferay.gradle.plugins","com.liferay","com.liferay.gradle.plugins","https://github.com/liferay/liferay-portal"
"pkg:maven/com.liferay.portal/util-slf4j","com.liferay.portal","util-slf4j","https://github.com/liferay/liferay-portal"
"pkg:maven/com.liferay/com.liferay.gradle.plugins.javadoc.formatter","com.liferay","com.liferay.gradle.plugins.javadoc.formatter","https://github.com/liferay/liferay-portal"
"pkg:maven/com.liferay.portal/portal-parent","com.liferay.portal","portal-parent","https://github.com/liferay/liferay-portal"
"pkg:maven/org.jooq/jool","org.jooq","jool","https://github.com/jOOQ/jOOL"
"pkg:maven/com.liferay/com.liferay.ant.heap.dump","com.liferay","com.liferay.ant.heap.dump","https://github.com/liferay/liferay-portal"
"pkg:maven/com.liferay/com.liferay.gradle.plugins.cache","com.liferay","com.liferay.gradle.plugins.cache","https://github.com/liferay/liferay-portal"
"pkg:maven/com.liferay/com.liferay.gradle.plugins.css.builder","com.liferay","com.liferay.gradle.plugins.css.builder","https://github.com/liferay/liferay-portal"
"pkg:maven/org.elasticsearch/elasticsearch-hadoop-hive","org.elasticsearch","elasticsearch-hadoop-hive","https://github.com/elastic/elasticsearch-hadoop"
"pkg:maven/com.liferay/com.liferay.alloy.taglib","com.liferay","com.liferay.alloy.taglib","https://github.com/liferay/liferay-portal"
"pkg:maven/com.liferay/com.liferay.gradle.plugins.patcher","com.liferay","com.liferay.gradle.plugins.patcher","https://github.com/liferay/liferay-portal"
"pkg:maven/com.liferay.portal/portal-web","com.liferay.portal","portal-web","https://github.com/liferay/liferay-portal"
"pkg:maven/net.simonvt.schematic/schematic","net.simonvt.schematic","schematic","https://github.com/SimonVT/schematic"
"pkg:maven/org.elasticsearch/elasticsearch-hadoop-mr","org.elasticsearch","elasticsearch-hadoop-mr","https://github.com/elastic/elasticsearch-hadoop"
"pkg:maven/com.liferay/com.liferay.sass.compiler.ruby","com.liferay","com.liferay.sass.compiler.ruby","https://github.com/liferay/liferay-portal"
"pkg:maven/com.liferay.portal/util-taglib","com.liferay.portal","util-taglib","https://github.com/liferay/liferay-portal"
"pkg:maven/com.github.sarxos/webcam-capture","com.github.sarxos","webcam-capture","https://github.com/sarxos/webcam-capture"
"pkg:maven/org.pac4j/pac4j-config","org.pac4j","pac4j-config","https://github.com/pac4j/pac4j"
"pkg:maven/org.pac4j/pac4j-saml","org.pac4j","pac4j-saml","https://github.com/pac4j/pac4j"
"pkg:maven/org.pac4j/pac4j-openid","org.pac4j","pac4j-openid","https://github.com/pac4j/pac4j"
"pkg:maven/org.pac4j/pac4j-gae","org.pac4j","pac4j-gae","https://github.com/pac4j/pac4j"
"pkg:maven/org.pac4j/pac4j-oidc","org.pac4j","pac4j-oidc","https://github.com/pac4j/pac4j"
"pkg:maven/io.nlopez.smartlocation/library","io.nlopez.smartlocation","library","https://github.com/mrmans0n/smart-location-lib"
"pkg:maven/info.hoang8f/fbutton","info.hoang8f","fbutton","https://github.com/hoang8f/android-flat-button"
"pkg:maven/org.jdeferred/jdeferred-android","org.jdeferred","jdeferred-android","https://github.com/jdeferred/jdeferred"
"pkg:maven/com.f2prateek.dart/dart","com.f2prateek.dart","dart","https://github.com/f2prateek/dart"
"pkg:maven/com.wrapp.floatlabelededittext/library","com.wrapp.floatlabelededittext","library","https://github.com/wrapp-archive/floatlabelededittext"
"pkg:maven/com.github.pedrovgs/renderers","com.github.pedrovgs","renderers","https://github.com/pedrovgs/Renderers"
"pkg:maven/org.rapidoid/rapidoid-buffer","org.rapidoid","rapidoid-buffer","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-commons","org.rapidoid","rapidoid-commons","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-http","org.rapidoid","rapidoid-http","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-watch","org.rapidoid","rapidoid-watch","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-gui","org.rapidoid","rapidoid-gui","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-test-commons","org.rapidoid","rapidoid-test-commons","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-oauth","org.rapidoid","rapidoid-oauth","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-quick","org.rapidoid","rapidoid-quick","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-websocket","org.rapidoid","rapidoid-websocket","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-html","org.rapidoid","rapidoid-html","https://github.com/rapidoid/rapidoid"
"pkg:maven/org.rapidoid/rapidoid-net","org.rapidoid","rapidoid-net","https://github.com/rapidoid/rapidoid"
"pkg:maven/io.searchbox/jest-common","io.searchbox","jest-common","https://github.com/searchbox-io/Jest"
"pkg:maven/org.rapidoid/rapidoid","org.rapidoid","rapidoid","https://github.com/rapidoid/rapidoid"
"pkg:maven/io.atomix/atomix-collections","io.atomix","atomix-collections","https://github.com/atomix/atomix"
"pkg:maven/org.fitnesse/fitnesse","org.fitnesse","fitnesse","https://github.com/unclebob/fitnesse"
"pkg:maven/co.paralleluniverse/capsule","co.paralleluniverse","capsule","https://github.com/puniverse/capsule"
"pkg:maven/com.splitwise/tokenautocomplete","com.splitwise","tokenautocomplete","https://github.com/splitwise/TokenAutoComplete"
"pkg:maven/com.taobao.metamorphosis/metamorphosis-client","com.taobao.metamorphosis","metamorphosis-client","https://github.com/killme2008/Metamorphosis"
"pkg:maven/org.jgrapht/jgrapht-demo","org.jgrapht","jgrapht-demo","https://github.com/jgrapht/jgrapht"
"pkg:maven/org.jgrapht/jgrapht-dist","org.jgrapht","jgrapht-dist","https://github.com/jgrapht/jgrapht"
"pkg:maven/org.jgrapht/jgrapht-ext","org.jgrapht","jgrapht-ext","https://github.com/jgrapht/jgrapht"
"pkg:maven/com.hierynomus/sshj","com.hierynomus","sshj","https://github.com/hierynomus/sshj"
"pkg:maven/org.parboiled/parboiled-scala_2.10","org.parboiled","parboiled-scala_2.10","https://github.com/sirthias/parboiled"
"pkg:maven/org.parboiled/parboiled-scala_2.9.2","org.parboiled","parboiled-scala_2.9.2","https://github.com/sirthias/parboiled"
"pkg:maven/org.parboiled/parboiled-scala_2.9.3","org.parboiled","parboiled-scala_2.9.3","https://github.com/sirthias/parboiled"
"pkg:maven/org.jacoco/org.jacoco.agent","org.jacoco","org.jacoco.agent","https://github.com/jacoco/jacoco"
"pkg:maven/org.jacoco/org.jacoco.core","org.jacoco","org.jacoco.core","https://github.com/jacoco/jacoco"
"pkg:maven/org.parboiled/parboiled-java","org.parboiled","parboiled-java","https://github.com/sirthias/parboiled"
"pkg:maven/org.jacoco/org.jacoco.report","org.jacoco","org.jacoco.report","https://github.com/jacoco/jacoco"
"pkg:maven/org.jacoco/jacoco-maven-plugin","org.jacoco","jacoco-maven-plugin","https://github.com/jacoco/jacoco"
"pkg:maven/org.jacoco/org.jacoco.ant","org.jacoco","org.jacoco.ant","https://github.com/jacoco/jacoco"
"pkg:maven/ru.noties/scrollable","ru.noties","scrollable","https://github.com/noties/Scrollable"
"pkg:maven/com.jayway.maven.plugins.android.generation2/android-maven-plugin","com.jayway.maven.plugins.android.generation2","android-maven-plugin","https://github.com/simpligility/android-maven-plugin"
"pkg:maven/org.axonframework/axon-mongo","org.axonframework","axon-mongo","https://github.com/AxonFramework/AxonFramework"
"pkg:maven/biz.paluch.redis/lettuce","biz.paluch.redis","lettuce","https://github.com/lettuce-io/lettuce-core"
"pkg:maven/org.axonframework/axon-integration","org.axonframework","axon-integration","https://github.com/AxonFramework/AxonFramework"
"pkg:maven/org.axonframework/axon-test","org.axonframework","axon-test","https://github.com/AxonFramework/AxonFramework"
"pkg:maven/org.axonframework/axon-amqp","org.axonframework","axon-amqp","https://github.com/AxonFramework/AxonFramework"
"pkg:maven/org.mapstruct/mapstruct-jdk8","org.mapstruct","mapstruct-jdk8","https://github.com/mapstruct/mapstruct"
"pkg:maven/org.mapstruct/mapstruct","org.mapstruct","mapstruct","https://github.com/mapstruct/mapstruct"
"pkg:maven/org.xhtmlrenderer/flying-saucer-pdf-itext5","org.xhtmlrenderer","flying-saucer-pdf-itext5","https://github.com/flyingsaucerproject/flyingsaucer"
"pkg:maven/com.netflix.astyanax/astyanax-thrift","com.netflix.astyanax","astyanax-thrift","https://github.com/Netflix/astyanax"
"pkg:maven/org.xhtmlrenderer/flying-saucer-parent","org.xhtmlrenderer","flying-saucer-parent","https://github.com/flyingsaucerproject/flyingsaucer"
"pkg:maven/org.xhtmlrenderer/flying-saucer-swt","org.xhtmlrenderer","flying-saucer-swt","https://github.com/flyingsaucerproject/flyingsaucer"
"pkg:maven/com.netflix.astyanax/astyanax-cassandra","com.netflix.astyanax","astyanax-cassandra","https://github.com/Netflix/astyanax"
"pkg:maven/org.xhtmlrenderer/flying-saucer-log4j","org.xhtmlrenderer","flying-saucer-log4j","https://github.com/flyingsaucerproject/flyingsaucer"
"pkg:maven/com.netflix.astyanax/astyanax-entity-mapper","com.netflix.astyanax","astyanax-entity-mapper","https://github.com/Netflix/astyanax"
"pkg:maven/uk.co.real-logic/Agrona","uk.co.real-logic","Agrona","https://github.com/real-logic/agrona"
"pkg:maven/org.owasp/dependency-check-utils","org.owasp","dependency-check-utils","https://github.com/jeremylong/DependencyCheck"
"pkg:maven/org.owasp/dependency-check-ant","org.owasp","dependency-check-ant","https://github.com/jeremylong/DependencyCheck"
"pkg:maven/org.owasp/dependency-check-core","org.owasp","dependency-check-core","https://github.com/jeremylong/DependencyCheck"
"pkg:maven/com.twotoasters.jazzylistview/library","com.twotoasters.jazzylistview","library","https://github.com/twotoasters/JazzyListView"
"pkg:maven/org.ehcache.modules/ehcache-impl","org.ehcache.modules","ehcache-impl","https://github.com/ehcache/ehcache3"
"pkg:maven/org.testcontainers/testcontainers","org.testcontainers","testcontainers","https://github.com/testcontainers/testcontainers-java"
"pkg:maven/com.netflix.rxnetty/rx-netty-servo","com.netflix.rxnetty","rx-netty-servo","https://github.com/ReactiveX/RxNetty"
"pkg:maven/org.testcontainers/selenium","org.testcontainers","selenium","https://github.com/testcontainers/testcontainers-java"
"pkg:maven/io.reactivex/rxnetty-servo","io.reactivex","rxnetty-servo","https://github.com/ReactiveX/RxNetty"
"pkg:maven/io.reactivex/rxnetty","io.reactivex","rxnetty","https://github.com/ReactiveX/RxNetty"
"pkg:maven/org.testcontainers/postgresql","org.testcontainers","postgresql","https://github.com/testcontainers/testcontainers-java"
"pkg:maven/com.novoda.imageloader/imageloader-core","com.novoda.imageloader","imageloader-core","https://github.com/novoda/image-loader"
"pkg:maven/com.github.kristofa/brave-web-servlet-filter","com.github.kristofa","brave-web-servlet-filter","https://github.com/openzipkin/brave"
"pkg:maven/com.eclipsesource.j2v8/j2v8_linux_x86_64","com.eclipsesource.j2v8","j2v8_linux_x86_64","https://github.com/eclipsesource/J2V8"
"pkg:maven/com.github.kristofa/brave-interfaces","com.github.kristofa","brave-interfaces","https://github.com/openzipkin/brave"
"pkg:maven/org.slf4j/slf4j-jcl","org.slf4j","slf4j-jcl","https://github.com/qos-ch/slf4j"
"pkg:maven/com.squareup/seismic","com.squareup","seismic","https://github.com/square/seismic"
"pkg:maven/io.zipkin.brave/brave-spring-resttemplate-interceptors","io.zipkin.brave","brave-spring-resttemplate-interceptors","https://github.com/openzipkin/brave"
"pkg:maven/io.zipkin.brave/brave-spring-web-servlet-interceptor","io.zipkin.brave","brave-spring-web-servlet-interceptor","https://github.com/openzipkin/brave"
"pkg:maven/org.slf4j/osgi-over-slf4j","org.slf4j","osgi-over-slf4j","https://github.com/qos-ch/slf4j"
"pkg:maven/com.github.kristofa/brave-client","com.github.kristofa","brave-client","https://github.com/openzipkin/brave"
"pkg:maven/com.github.kristofa/brave-core-spring","com.github.kristofa","brave-core-spring","https://github.com/openzipkin/brave"
"pkg:maven/org.slf4j/integration","org.slf4j","integration","https://github.com/qos-ch/slf4j"
